Cultural,Genético,SPF,ciclo,destino,origem
0.293,0.293,0.293,0,SE,NO
0.001,0.001,0.001,0,FI,SE
0.001,0.001,0.001,0,LV,EE
0.364,0.364,0.364,1,BE,NL
0.364,0.364,0.364,1,DK,NL
0.338,0.338,0.338,1,DE,NL
0.001,0.001,0.001,1,UK,NL
0.001,0.001,0.001,1,LT,NL
0.001,0.001,0.001,1,IE,BE
0.288,0.288,0.288,1,IS,DK
0.347,0.347,0.347,1,NO,DK
1.13,1.13,1.13,1,DE,DK
0.651,0.651,0.651,1,EE,DK
0.309,0.309,0.309,1,SE,DK
0.001,0.001,0.001,1,RU,DK
0.001,0.001,0.001,1,UA,PL
0.001,0.001,0.001,1,BY,PL
0.001,0.001,0.001,1,DE,PL
0.001,0.001,0.001,1,CZ,PL
0.001,0.001,0.001,1,LT,PL
0.001,0.001,0.001,1,CZ,DE
0.414,0.414,0.833,1,LU,DE
0.001,0.001,0.42,1,CH,DE
0.001,0.001,0.001,1,CY,DE
0.405,0.405,0.405,1,IL,DE
1.4580000000000002,1.4580000000000002,1.4580000000000002,1,AT,DE
0.001,0.001,0.001,1,RU,DE
0.417,0.417,0.417,1,SK,CZ
1.1829999999999998,1.1829999999999998,0.764,1,FR,LU
0.42,0.42,0.001,1,CH,FR
0.001,0.001,0.001,1,ES,FR
0.351,0.351,0.351,1,UK,FR
0.42,0.42,0.42,1,IT,CH
0.001,0.001,0.001,1,ES,CH
0.001,0.001,0.001,1,ES,IT
0.42,0.42,0.42,1,MT,IT
0.001,0.001,0.001,1,AT,IT
0.395,0.395,0.395,1,GR,IT
0.001,0.001,0.001,1,RO,MD
0.385,0.385,0.385,1,HU,BG
0.385,0.385,0.385,1,MK,BG
0.001,0.001,0.001,1,RO,BG
0.001,0.001,0.001,1,TR,BG
0.395,0.395,0.395,1,GR,BG
0.001,0.001,0.001,1,TR,RO
0.001,0.001,0.001,1,HU,RO
0.347,0.347,0.347,1,AT,GR
0.001,0.001,0.001,1,UK,CY
0.001,0.001,0.001,1,LT,IL
1.126,1.126,1.126,1,HR,ME
0.001,0.001,0.001,1,RS,HU
0.385,0.385,0.385,1,HR,HU
0.417,0.417,0.417,1,SK,HU
0.001,0.001,0.001,1,AT,SK
0.001,0.001,0.001,1,ES,PT
0.001,0.001,0.001,1,UK,PT
0.742,0.742,0.742,1,SL,HR
0.742,0.742,0.742,1,AT,SL
0.001,0.001,0.001,1,LV,LT
0.001,0.001,0.001,1,UK,IS
0.351,0.351,0.351,1,UK,IE
0.293,0.293,0.293,1,SE,NO
0.309,0.309,0.309,1,FI,SE
0.001,0.001,0.001,1,LV,EE
0.7969999999999999,0.7969999999999999,1.43,2,BE,NL
0.364,0.364,0.6619999999999999,2,DK,NL
0.338,0.338,0.771,2,DE,NL
0.7949999999999999,0.7949999999999999,0.6970000000000001,2,UK,NL
0.001,0.001,0.001,2,LT,NL
0.336,0.336,0.299,2,IE,BE
0.288,0.288,0.288,2,IS,DK
0.347,0.347,0.347,2,NO,DK
1.13,1.13,1.13,2,DE,DK
0.651,0.651,0.651,2,EE,DK
0.309,0.309,0.309,2,SE,DK
0.001,0.001,0.299,2,RU,DK
0.001,0.001,0.001,2,UA,PL
0.001,0.001,0.001,2,BY,PL
0.001,0.001,0.001,2,DE,PL
0.001,0.001,0.001,2,CZ,PL
0.001,0.001,0.001,2,LT,PL
0.302,0.302,0.302,2,CZ,DE
0.715,0.414,1.134,2,LU,DE
0.001,0.302,1.2109999999999999,2,CH,DE
0.657,0.657,0.359,2,CY,DE
0.405,0.405,0.405,2,IL,DE
1.8160000000000003,1.8160000000000003,1.4580000000000002,2,AT,DE
0.299,0.299,0.001,2,RU,DE
0.417,0.417,0.417,2,SK,CZ
1.7919999999999998,1.4909999999999999,1.373,2,FR,LU
0.42,0.721,0.001,2,CH,FR
0.001,0.001,0.001,2,ES,FR
1.047,1.047,1.047,2,UK,FR
0.42,0.42,0.778,2,IT,CH
0.001,0.001,0.434,2,ES,CH
0.001,0.001,0.001,2,ES,IT
0.778,0.778,0.778,2,MT,IT
0.359,0.359,0.001,2,AT,IT
0.395,0.395,0.395,2,GR,IT
0.001,0.001,0.001,2,RO,MD
0.385,0.385,0.385,2,HU,BG
0.385,0.385,0.385,2,MK,BG
0.001,0.001,0.001,2,RO,BG
0.001,0.001,0.001,2,TR,BG
0.395,0.395,0.395,2,GR,BG
0.001,0.001,0.001,2,TR,RO
0.001,0.001,0.001,2,HU,RO
0.347,0.347,0.347,2,AT,GR
0.299,0.299,0.001,2,UK,CY
0.001,0.001,0.001,2,LT,IL
1.126,1.126,1.126,2,HR,ME
0.001,0.001,0.001,2,RS,HU
0.385,0.385,0.385,2,HR,HU
0.417,0.417,0.417,2,SK,HU
0.001,0.001,0.001,2,AT,SK
0.434,0.434,0.001,2,ES,PT
0.434,0.434,0.001,2,UK,PT
0.742,0.742,0.742,2,SL,HR
0.742,0.742,0.742,2,AT,SL
0.001,0.001,0.001,2,LV,LT
0.001,0.001,0.001,2,UK,IS
0.984,0.984,0.351,2,UK,IE
0.293,0.293,0.293,2,SE,NO
0.309,0.309,0.309,2,FI,SE
0.001,0.001,0.001,2,LV,EE
1.134,1.134,1.767,3,BE,NL
0.364,0.776,0.6619999999999999,3,DK,NL
0.675,1.087,1.532,3,DE,NL
1.2389999999999999,1.2389999999999999,1.141,3,UK,NL
0.445,0.445,0.869,3,LT,NL
0.336,0.336,0.299,3,IE,BE
0.667,0.667,0.667,3,IS,DK
1.1389999999999998,1.1389999999999998,1.1389999999999998,3,NO,DK
2.3009999999999997,1.8889999999999998,2.3009999999999997,3,DE,DK
0.651,0.651,0.651,3,EE,DK
0.309,0.309,0.309,3,SE,DK
0.001,0.001,0.299,3,RU,DK
0.001,0.001,0.001,3,UA,PL
0.001,0.001,0.001,3,BY,PL
0.001,0.001,0.001,3,DE,PL
0.65,0.65,0.65,3,CZ,PL
0.332,0.332,0.332,3,LT,PL
0.302,0.302,0.302,3,CZ,DE
0.715,0.414,1.134,3,LU,DE
0.837,1.138,2.0469999999999997,3,CH,DE
0.657,0.657,0.359,3,CY,DE
1.174,1.174,0.75,3,IL,DE
2.5410000000000004,2.5410000000000004,2.1830000000000003,3,AT,DE
0.299,0.299,0.001,3,RU,DE
1.066,1.066,1.066,3,SK,CZ
1.7919999999999998,1.4909999999999999,1.373,3,FR,LU
0.42,0.721,0.001,3,CH,FR
0.001,0.001,0.001,3,ES,FR
1.4909999999999999,1.4909999999999999,1.4909999999999999,3,UK,FR
0.42,0.42,0.778,3,IT,CH
0.001,0.001,0.434,3,ES,CH
0.001,0.001,0.001,3,ES,IT
0.778,0.778,0.778,3,MT,IT
0.359,0.359,0.001,3,AT,IT
0.395,0.395,0.395,3,GR,IT
0.319,0.319,0.319,3,RO,MD
0.385,0.385,0.716,3,HU,BG
0.385,0.385,0.385,3,MK,BG
0.001,0.001,0.001,3,RO,BG
0.001,0.001,0.332,3,TR,BG
0.395,0.395,0.395,3,GR,BG
0.332,0.332,0.001,3,TR,RO
0.65,0.65,0.319,3,HU,RO
0.727,0.727,0.727,3,AT,GR
0.299,0.299,0.001,3,UK,CY
0.425,0.425,0.001,3,LT,IL
1.126,1.126,1.126,3,HR,ME
0.001,0.001,0.001,3,RS,HU
0.385,0.385,0.385,3,HR,HU
1.066,1.066,1.066,3,SK,HU
0.001,0.001,0.001,3,AT,SK
0.434,0.434,0.001,3,ES,PT
0.434,0.434,0.001,3,UK,PT
0.742,0.742,0.742,3,SL,HR
0.742,0.742,0.742,3,AT,SL
1.2,1.2,1.2,3,LV,LT
0.001,0.001,0.001,3,UK,IS
0.984,0.984,0.351,3,UK,IE
0.293,0.293,0.293,3,SE,NO
0.309,0.309,0.309,3,FI,SE
0.001,0.001,0.001,3,LV,EE
1.134,1.134,1.767,4,BE,NL
0.364,0.776,0.6619999999999999,4,DK,NL
0.675,1.087,1.532,4,DE,NL
1.2389999999999999,1.2389999999999999,1.141,4,UK,NL
0.445,0.445,0.869,4,LT,NL
0.336,0.336,0.299,4,IE,BE
1.0230000000000001,1.0230000000000001,1.0230000000000001,4,IS,DK
1.1389999999999998,1.1389999999999998,1.1389999999999998,4,NO,DK
3.4429999999999996,3.0309999999999997,3.4429999999999996,4,DE,DK
1.021,1.021,1.021,4,EE,DK
0.725,0.725,0.725,4,SE,DK
0.001,0.001,0.299,4,RU,DK
0.001,0.001,0.001,4,UA,PL
0.001,0.001,0.001,4,BY,PL
0.001,0.001,0.001,4,DE,PL
0.65,0.65,0.65,4,CZ,PL
0.332,0.332,0.332,4,LT,PL
0.618,0.618,0.618,4,CZ,DE
0.715,0.414,1.134,4,LU,DE
0.837,1.138,2.0469999999999997,4,CH,DE
1.0190000000000001,1.0190000000000001,0.721,4,CY,DE
1.174,1.174,0.75,4,IL,DE
4.045000000000001,4.045000000000001,3.6870000000000003,4,AT,DE
0.615,0.615,0.317,4,RU,DE
1.3820000000000001,1.3820000000000001,1.3820000000000001,4,SK,CZ
1.7919999999999998,1.4909999999999999,1.373,4,FR,LU
0.42,0.721,0.001,4,CH,FR
0.001,0.001,0.001,4,ES,FR
1.4909999999999999,1.4909999999999999,1.4909999999999999,4,UK,FR
0.42,0.42,0.778,4,IT,CH
0.001,0.001,0.434,4,ES,CH
0.001,0.001,0.001,4,ES,IT
0.778,0.778,0.778,4,MT,IT
0.359,0.359,0.001,4,AT,IT
0.395,0.395,0.395,4,GR,IT
0.319,0.319,0.319,4,RO,MD
0.6739999999999999,0.6739999999999999,1.005,4,HU,BG
0.741,0.741,0.741,4,MK,BG
0.001,0.001,0.001,4,RO,BG
0.001,0.001,0.332,4,TR,BG
1.529,1.529,1.529,4,GR,BG
0.332,0.332,0.001,4,TR,RO
0.65,0.65,0.319,4,HU,RO
1.8609999999999998,1.8609999999999998,1.8609999999999998,4,AT,GR
0.299,0.299,0.001,4,UK,CY
0.425,0.425,0.001,4,LT,IL
1.126,1.126,1.126,4,HR,ME
0.001,0.001,0.001,4,RS,HU
0.6679999999999999,0.6679999999999999,0.6679999999999999,4,HR,HU
1.638,1.638,1.638,4,SK,HU
0.001,0.001,0.001,4,AT,SK
0.434,0.434,0.001,4,ES,PT
0.434,0.434,0.001,4,UK,PT
1.062,1.062,1.062,4,SL,HR
1.112,1.112,1.112,4,AT,SL
1.2,1.2,1.2,4,LV,LT
0.001,0.001,0.001,4,UK,IS
0.984,0.984,0.351,4,UK,IE
0.293,0.293,0.293,4,SE,NO
0.309,0.309,0.309,4,FI,SE
0.001,0.001,0.001,4,LV,EE
1.462,1.462,2.0949999999999998,5,BE,NL
0.364,0.776,0.6619999999999999,5,DK,NL
1.062,1.474,2.369,5,DE,NL
1.2389999999999999,1.2389999999999999,1.591,5,UK,NL
0.445,0.445,0.869,5,LT,NL
0.336,0.336,0.299,5,IE,BE
1.0230000000000001,1.0230000000000001,1.0230000000000001,5,IS,DK
1.1389999999999998,1.1389999999999998,1.1389999999999998,5,NO,DK
3.4429999999999996,3.0309999999999997,3.4429999999999996,5,DE,DK
1.021,1.021,1.021,5,EE,DK
0.725,0.725,0.725,5,SE,DK
0.001,0.001,0.299,5,RU,DK
0.451,0.451,0.451,5,UA,PL
0.001,0.001,0.001,5,BY,PL
0.451,0.451,0.451,5,DE,PL
0.65,0.65,0.9470000000000001,5,CZ,PL
0.332,0.332,0.629,5,LT,PL
0.618,0.618,0.618,5,CZ,DE
1.1059999999999999,0.8049999999999999,1.525,5,LU,DE
0.837,1.138,2.0469999999999997,5,CH,DE
1.856,1.856,1.108,5,CY,DE
1.8619999999999999,1.8619999999999999,1.141,5,IL,DE
4.3420000000000005,4.3420000000000005,3.6870000000000003,5,AT,DE
0.615,0.615,0.317,5,RU,DE
1.3820000000000001,1.3820000000000001,1.679,5,SK,CZ
1.7919999999999998,1.4909999999999999,1.373,5,FR,LU
0.42,0.721,0.001,5,CH,FR
0.001,0.001,0.001,5,ES,FR
1.4909999999999999,1.4909999999999999,1.4909999999999999,5,UK,FR
0.42,0.42,0.778,5,IT,CH
0.001,0.001,0.434,5,ES,CH
0.001,0.001,0.001,5,ES,IT
0.778,0.778,0.778,5,MT,IT
0.359,0.359,0.001,5,AT,IT
0.395,0.395,0.395,5,GR,IT
0.319,0.319,0.319,5,RO,MD
0.6739999999999999,1.039,1.3699999999999999,5,HU,BG
0.741,0.741,0.741,5,MK,BG
0.366,0.001,0.001,5,RO,BG
0.366,0.366,0.6970000000000001,5,TR,BG
1.529,1.529,1.529,5,GR,BG
0.332,0.332,0.001,5,TR,RO
1.0150000000000001,0.65,0.319,5,HU,RO
1.8609999999999998,1.8609999999999998,1.8609999999999998,5,AT,GR
0.749,0.749,0.001,5,UK,CY
0.722,0.722,0.001,5,LT,IL
1.4229999999999998,1.4229999999999998,1.4229999999999998,5,HR,ME
0.366,0.366,0.366,5,RS,HU
0.6679999999999999,0.6679999999999999,0.9649999999999999,5,HR,HU
1.638,1.638,1.9349999999999998,5,SK,HU
0.001,0.001,0.001,5,AT,SK
0.434,0.434,0.001,5,ES,PT
0.434,0.434,0.001,5,UK,PT
1.359,1.359,1.062,5,SL,HR
1.409,1.409,1.112,5,AT,SL
1.4969999999999999,1.4969999999999999,1.4969999999999999,5,LV,LT
0.001,0.001,0.001,5,UK,IS
0.984,0.984,0.351,5,UK,IE
0.293,0.293,0.293,5,SE,NO
0.309,0.309,0.309,5,FI,SE
0.001,0.001,0.001,5,LV,EE
1.462,1.462,2.0949999999999998,6,BE,NL
0.364,0.776,0.6619999999999999,6,DK,NL
1.497,1.909,2.369,6,DE,NL
1.2389999999999999,1.2389999999999999,1.591,6,UK,NL
0.88,0.88,0.869,6,LT,NL
0.336,0.336,0.299,6,IE,BE
1.0230000000000001,1.0230000000000001,1.0230000000000001,6,IS,DK
1.1389999999999998,1.1389999999999998,1.1389999999999998,6,NO,DK
4.1819999999999995,3.7699999999999996,4.1819999999999995,6,DE,DK
1.021,1.021,1.021,6,EE,DK
1.464,1.464,1.464,6,SE,DK
0.001,0.001,0.299,6,RU,DK
0.451,0.451,0.451,6,UA,PL
0.001,0.001,0.001,6,BY,PL
0.451,0.451,0.451,6,DE,PL
0.65,0.65,1.3820000000000001,6,CZ,PL
0.332,0.332,1.064,6,LT,PL
0.971,0.971,0.971,6,CZ,DE
1.1059999999999999,0.8049999999999999,1.525,6,LU,DE
0.837,1.138,2.0469999999999997,6,CH,DE
1.856,1.856,1.108,6,CY,DE
1.8619999999999999,1.8619999999999999,1.141,6,IL,DE
5.163,5.163,4.073,6,AT,DE
0.615,0.615,0.317,6,RU,DE
1.735,1.735,2.467,6,SK,CZ
1.7919999999999998,1.4909999999999999,1.373,6,FR,LU
0.42,0.721,0.001,6,CH,FR
0.001,0.001,0.001,6,ES,FR
1.4909999999999999,1.4909999999999999,1.4909999999999999,6,UK,FR
0.42,0.42,0.778,6,IT,CH
0.001,0.001,0.434,6,ES,CH
0.001,0.001,0.001,6,ES,IT
0.778,0.778,0.778,6,MT,IT
0.359,0.359,0.001,6,AT,IT
0.395,0.395,0.395,6,GR,IT
0.749,0.749,0.749,6,RO,MD
0.6739999999999999,1.039,1.805,6,HU,BG
0.741,0.741,0.741,6,MK,BG
0.366,0.001,0.001,6,RO,BG
1.187,1.187,1.5180000000000002,6,TR,BG
2.35,2.35,1.915,6,GR,BG
0.332,0.332,0.001,6,TR,RO
1.445,1.08,0.749,6,HU,RO
2.682,2.682,2.247,6,AT,GR
0.749,0.749,0.001,6,UK,CY
0.722,0.722,0.001,6,LT,IL
1.4229999999999998,1.4229999999999998,1.4229999999999998,6,HR,ME
0.719,0.719,0.719,6,RS,HU
0.6679999999999999,0.6679999999999999,0.9649999999999999,6,HR,HU
1.9909999999999999,1.9909999999999999,2.723,6,SK,HU
0.001,0.001,0.001,6,AT,SK
0.434,0.434,0.001,6,ES,PT
0.434,0.434,0.001,6,UK,PT
1.359,1.359,1.062,6,SL,HR
1.854,1.854,1.5570000000000002,6,AT,SL
1.932,1.932,1.932,6,LV,LT
0.001,0.001,0.001,6,UK,IS
0.984,0.984,0.351,6,UK,IE
0.293,0.293,0.293,6,SE,NO
0.6619999999999999,0.6619999999999999,0.6619999999999999,6,FI,SE
0.001,0.001,0.001,6,LV,EE
1.462,1.462,2.404,7,BE,NL
0.364,0.776,0.6619999999999999,7,DK,NL
1.497,1.909,2.369,7,DE,NL
1.5479999999999998,1.5479999999999998,1.591,7,UK,NL
1.189,1.189,1.178,7,LT,NL
0.336,0.336,0.608,7,IE,BE
1.0230000000000001,1.0230000000000001,1.0230000000000001,7,IS,DK
1.1389999999999998,1.1389999999999998,1.1389999999999998,7,NO,DK
4.1819999999999995,3.7699999999999996,4.1819999999999995,7,DE,DK
1.438,1.438,1.438,7,EE,DK
1.464,1.464,1.464,7,SE,DK
0.418,0.418,0.716,7,RU,DK
0.451,0.451,0.451,7,UA,PL
0.001,0.001,0.001,7,BY,PL
1.1520000000000001,1.1520000000000001,1.1520000000000001,7,DE,PL
0.65,0.65,1.3820000000000001,7,CZ,PL
0.332,0.332,1.064,7,LT,PL
1.284,1.284,1.284,7,CZ,DE
1.4189999999999998,1.1179999999999999,1.8379999999999999,7,LU,DE
1.117,1.418,2.675,7,CH,DE
2.136,2.136,1.3880000000000001,7,CY,DE
1.8619999999999999,1.8619999999999999,1.141,7,IL,DE
5.864,5.864,4.426,7,AT,DE
0.615,0.615,0.317,7,RU,DE
1.735,1.735,2.467,7,SK,CZ
1.7919999999999998,1.4909999999999999,1.373,7,FR,LU
0.42,0.721,0.001,7,CH,FR
0.001,0.001,0.001,7,ES,FR
1.4909999999999999,1.4909999999999999,1.4909999999999999,7,UK,FR
0.796,0.796,1.5019999999999998,7,IT,CH
0.001,0.001,0.434,7,ES,CH
0.001,0.001,0.001,7,ES,IT
1.126,1.126,1.126,7,MT,IT
0.707,0.707,0.001,7,AT,IT
0.771,0.771,0.771,7,GR,IT
1.125,1.125,1.125,7,RO,MD
0.6739999999999999,1.039,1.805,7,HU,BG
0.741,0.741,0.741,7,MK,BG
0.742,0.377,0.377,7,RO,BG
1.187,1.187,1.5180000000000002,7,TR,BG
2.726,2.726,2.291,7,GR,BG
0.332,0.332,0.001,7,TR,RO
1.445,1.08,0.749,7,HU,RO
2.682,2.682,2.247,7,AT,GR
0.749,0.749,0.001,7,UK,CY
0.722,0.722,0.001,7,LT,IL
1.4229999999999998,1.4229999999999998,1.4229999999999998,7,HR,ME
0.719,0.719,0.719,7,RS,HU
0.6679999999999999,0.6679999999999999,0.9649999999999999,7,HR,HU
1.9909999999999999,1.9909999999999999,2.723,7,SK,HU
0.001,0.001,0.001,7,AT,SK
0.434,0.434,0.001,7,ES,PT
0.434,0.434,0.001,7,UK,PT
1.359,1.359,1.062,7,SL,HR
2.207,2.207,1.9100000000000001,7,AT,SL
1.932,1.932,1.932,7,LV,LT
0.001,0.001,0.001,7,UK,IS
1.67,1.67,0.728,7,UK,IE
0.293,0.293,0.293,7,SE,NO
0.6619999999999999,0.6619999999999999,0.6619999999999999,7,FI,SE
0.001,0.001,0.001,7,LV,EE
1.462,1.462,2.404,8,BE,NL
0.364,0.776,0.9829999999999999,8,DK,NL
1.497,1.909,2.369,8,DE,NL
1.5479999999999998,1.5479999999999998,1.912,8,UK,NL
1.189,1.189,1.178,8,LT,NL
0.336,0.336,0.608,8,IE,BE
1.344,1.344,1.0230000000000001,8,IS,DK
1.1389999999999998,1.1389999999999998,1.1389999999999998,8,NO,DK
5.223999999999998,4.811999999999999,5.223999999999998,8,DE,DK
1.438,1.438,1.438,8,EE,DK
2.5060000000000002,2.5060000000000002,2.5060000000000002,8,SE,DK
0.739,0.739,1.037,8,RU,DK
0.8520000000000001,0.8520000000000001,0.8520000000000001,8,UA,PL
0.001,0.001,0.001,8,BY,PL
1.5530000000000002,1.5530000000000002,1.5530000000000002,8,DE,PL
0.65,0.65,1.3820000000000001,8,CZ,PL
0.332,0.332,1.064,8,LT,PL
1.936,1.936,1.936,8,CZ,DE
1.4189999999999998,1.1179999999999999,1.8379999999999999,8,LU,DE
1.117,1.418,2.675,8,CH,DE
2.537,2.537,1.7890000000000001,8,CY,DE
1.8619999999999999,1.8619999999999999,1.141,8,IL,DE
6.254,6.254,4.816,8,AT,DE
0.615,0.615,0.317,8,RU,DE
2.09,2.09,2.822,8,SK,CZ
1.7919999999999998,1.4909999999999999,1.373,8,FR,LU
0.42,0.721,0.001,8,CH,FR
0.001,0.001,0.001,8,ES,FR
1.4909999999999999,1.4909999999999999,1.4909999999999999,8,UK,FR
0.796,0.796,1.5019999999999998,8,IT,CH
0.001,0.001,0.434,8,ES,CH
0.001,0.001,0.001,8,ES,IT
1.126,1.126,1.126,8,MT,IT
0.707,0.707,0.001,8,AT,IT
0.771,0.771,0.771,8,GR,IT
1.125,1.125,1.125,8,RO,MD
0.6739999999999999,1.039,1.805,8,HU,BG
1.131,1.131,1.131,8,MK,BG
0.742,0.377,0.377,8,RO,BG
1.187,1.187,1.5180000000000002,8,TR,BG
3.116,3.116,2.681,8,GR,BG
0.332,0.332,0.001,8,TR,RO
1.445,1.08,0.749,8,HU,RO
3.072,3.072,2.637,8,AT,GR
0.749,0.749,0.001,8,UK,CY
0.722,0.722,0.001,8,LT,IL
1.4229999999999998,1.4229999999999998,1.4229999999999998,8,HR,ME
0.719,0.719,0.719,8,RS,HU
0.6679999999999999,0.6679999999999999,0.9649999999999999,8,HR,HU
2.346,2.346,3.078,8,SK,HU
0.001,0.001,0.001,8,AT,SK
0.434,0.434,0.001,8,ES,PT
0.434,0.434,0.001,8,UK,PT
1.359,1.359,1.062,8,SL,HR
2.207,2.207,1.9100000000000001,8,AT,SL
1.932,1.932,1.932,8,LV,LT
0.322,0.322,0.001,8,UK,IS
1.67,1.67,0.728,8,UK,IE
0.293,0.293,0.293,8,SE,NO
0.6619999999999999,0.6619999999999999,0.6619999999999999,8,FI,SE
0.001,0.001,0.001,8,LV,EE
1.842,1.842,2.784,9,BE,NL
0.742,1.154,1.3609999999999998,9,DK,NL
1.891,2.303,3.1430000000000002,9,DE,NL
2.306,2.306,2.29,9,UK,NL
1.189,1.189,1.178,9,LT,NL
0.336,0.336,0.608,9,IE,BE
1.344,1.344,1.0230000000000001,9,IS,DK
1.517,1.517,1.517,9,NO,DK
6.179999999999998,5.767999999999999,6.179999999999998,9,DE,DK
1.438,1.438,1.438,9,EE,DK
3.087,3.087,3.087,9,SE,DK
0.739,0.739,1.037,9,RU,DK
1.141,1.141,1.141,9,UA,PL
0.9530000000000001,0.9530000000000001,0.9530000000000001,9,BY,PL
2.5090000000000003,2.5090000000000003,2.5090000000000003,9,DE,PL
0.935,0.935,1.667,9,CZ,PL
0.332,0.332,1.064,9,LT,PL
2.247,2.641,2.247,9,CZ,DE
1.4189999999999998,1.1179999999999999,1.8379999999999999,9,LU,DE
1.117,1.418,3.0549999999999997,9,CH,DE
2.848,2.848,2.1,9,CY,DE
1.8619999999999999,1.8619999999999999,1.141,9,IL,DE
6.648,6.254,5.21,9,AT,DE
0.615,0.615,0.317,9,RU,DE
2.375,2.769,3.107,9,SK,CZ
1.7919999999999998,1.4909999999999999,1.373,9,FR,LU
0.42,0.721,0.001,9,CH,FR
0.001,0.001,0.001,9,ES,FR
1.4909999999999999,1.4909999999999999,1.4909999999999999,9,UK,FR
0.796,0.796,1.5019999999999998,9,IT,CH
0.001,0.001,0.8140000000000001,9,ES,CH
0.436,0.436,0.436,9,ES,IT
1.126,1.126,1.126,9,MT,IT
1.142,1.142,0.436,9,AT,IT
0.771,0.771,0.771,9,GR,IT
1.5230000000000001,1.5230000000000001,1.5230000000000001,9,RO,MD
0.6739999999999999,1.039,1.805,9,HU,BG
1.131,1.131,1.131,9,MK,BG
0.742,0.377,0.377,9,RO,BG
1.187,1.187,1.5180000000000002,9,TR,BG
3.116,3.116,2.681,9,GR,BG
0.332,0.332,0.001,9,TR,RO
1.843,1.4780000000000002,1.147,9,HU,RO
3.072,3.072,2.637,9,AT,GR
0.749,0.749,0.001,9,UK,CY
0.722,0.722,0.001,9,LT,IL
1.4229999999999998,1.4229999999999998,1.4229999999999998,9,HR,ME
1.004,1.004,1.004,9,RS,HU
0.6679999999999999,0.6679999999999999,0.9649999999999999,9,HR,HU
3.0290000000000004,3.0290000000000004,3.761,9,SK,HU
0.001,0.395,0.001,9,AT,SK
0.8140000000000001,0.8140000000000001,0.001,9,ES,PT
1.1920000000000002,1.1920000000000002,0.379,9,UK,PT
1.359,1.359,1.062,9,SL,HR
2.207,2.207,1.9100000000000001,9,AT,SL
1.932,1.932,1.932,9,LV,LT
0.322,0.322,0.001,9,UK,IS
1.67,1.67,0.728,9,UK,IE
0.293,0.293,0.293,9,SE,NO
1.2429999999999999,1.2429999999999999,1.2429999999999999,9,FI,SE
0.001,0.001,0.001,9,LV,EE
1.842,1.842,2.784,10,BE,NL
1.568,1.565,1.7719999999999998,10,DK,NL
2.306,2.303,3.1430000000000002,10,DE,NL
2.306,2.306,2.29,10,UK,NL
1.6,1.6,1.589,10,LT,NL
0.336,0.336,0.608,10,IE,BE
2.1470000000000002,2.1470000000000002,1.826,10,IS,DK
1.517,1.517,1.517,10,NO,DK
6.903999999999998,6.906999999999999,7.318999999999998,10,DE,DK
1.438,1.438,1.438,10,EE,DK
3.834,3.834,3.834,10,SE,DK
0.739,0.739,1.037,10,RU,DK
1.141,1.141,1.141,10,UA,PL
