Cultural,Genético,SPF,ciclo,destino,origem
1e-05,1e-05,0.12201,0,CMBR,NY54
1e-05,1e-05,0.22501,0,CHCG,NY54
1e-05,1e-05,1e-05,0,PHLA,NY54
1e-05,1e-05,0.10300999999999999,0,WASH,NY54
0.12201,0.12201,1e-05,0,PHLA,CMBR
1e-05,1e-05,1e-05,0,CLEV,CHCG
0.38801,0.38801,0.16301000000000002,0,PHLA,CHCG
1e-05,1e-05,1e-05,0,STLS,CHCG
1e-05,1e-05,1e-05,0,DNVR,CHCG
1e-05,1e-05,0.05301,0,KSCY,CHCG
0.17201,0.17201,0.27501,0,SNFN,CHCG
1e-05,1e-05,1e-05,0,STTL,CHCG
0.10300999999999999,0.10300999999999999,0.05301,0,SLKC,CHCG
1e-05,1e-05,1e-05,0,NSVL,CLEV
1e-05,1e-05,1e-05,0,STLS,CLEV
1e-05,1e-05,1e-05,0,PHLA,CLEV
0.09601,0.09601,0.09601,0,ATLN,RLGH
1e-05,1e-05,1e-05,0,WASH,RLGH
0.17701,0.17701,0.17701,0,WASH,ATLN
1e-05,1e-05,1e-05,0,NSVL,ATLN
0.050010000000000006,0.050010000000000006,0.17701,0,STLS,ATLN
0.22300999999999999,0.22300999999999999,0.09601,0,DLLS,ATLN
1e-05,1e-05,1e-05,0,ORLD,ATLN
0.10300999999999999,0.10300999999999999,1e-05,0,WASH,PHLA
1e-05,1e-05,1e-05,0,STLS,NSVL
1e-05,1e-05,1e-05,0,DLLS,NSVL
1e-05,1e-05,1e-05,0,DLLS,STLS
1e-05,1e-05,1e-05,0,KSCY,STLS
0.050010000000000006,0.050010000000000006,0.17701,0,LA03,STLS
1e-05,1e-05,1e-05,0,HSTN,NWOR
1e-05,1e-05,1e-05,0,DLLS,NWOR
0.10101,0.10101,0.10101,0,ORLD,NWOR
1e-05,1e-05,1e-05,0,SNAN,HSTN
1e-05,1e-05,1e-05,0,DLLS,HSTN
1e-05,1e-05,1e-05,0,ORLD,HSTN
1e-05,1e-05,1e-05,0,PHNX,SNAN
1e-05,1e-05,1e-05,0,DLLS,SNAN
0.09601,0.09601,0.09601,0,DNVR,DLLS
1e-05,1e-05,1e-05,0,KSCY,DLLS
1e-05,1e-05,1e-05,0,SNFN,DLLS
0.12701,0.12701,1e-05,0,LA03,DLLS
0.05301,0.05301,1e-05,0,KSCY,DNVR
1e-05,1e-05,1e-05,0,SNFN,DNVR
0.05301,0.05301,1e-05,0,SLKC,DNVR
1e-05,1e-05,1e-05,0,SNFN,KSCY
0.15001,0.15001,0.25301,0,SCRM,SNFN
0.27201,0.27201,0.27201,0,PTLD,SNFN
1e-05,1e-05,1e-05,0,STTL,SNFN
1e-05,1e-05,1e-05,0,SLKC,SNFN
1e-05,1e-05,1e-05,0,LA03,SNFN
0.10300999999999999,0.10300999999999999,1e-05,0,SLKC,SCRM
1e-05,1e-05,1e-05,0,STTL,PTLD
1e-05,1e-05,1e-05,0,LA03,SLKC
0.050010000000000006,0.050010000000000006,0.050010000000000006,0,SNDG,LA03
0.12701,0.12701,0.12701,0,PHNX,LA03
1e-05,1e-05,1e-05,0,PHNX,SNDG
1e-05,1e-05,0.17701,1,CMBR,NY54
1e-05,1e-05,0.28001,1,CHCG,NY54
1e-05,1e-05,1e-05,1,PHLA,NY54
0.05901,0.05901,0.16201,1,WASH,NY54
0.17701,0.17701,1e-05,1,PHLA,CMBR
1e-05,1e-05,1e-05,1,CLEV,CHCG
0.44301,0.44301,0.16301000000000002,1,PHLA,CHCG
1e-05,1e-05,0.13701000000000002,1,STLS,CHCG
0.07400999999999999,0.07400999999999999,0.07400999999999999,1,DNVR,CHCG
1e-05,1e-05,0.05301,1,KSCY,CHCG
0.36401,0.36401,0.33000999999999997,1,SNFN,CHCG
1e-05,1e-05,1e-05,1,STTL,CHCG
0.10300999999999999,0.10300999999999999,0.05301,1,SLKC,CHCG
1e-05,1e-05,1e-05,1,NSVL,CLEV
1e-05,1e-05,1e-05,1,STLS,CLEV
1e-05,1e-05,1e-05,1,PHLA,CLEV
0.17301,0.23201,0.17301,1,ATLN,RLGH
1e-05,0.05901,1e-05,1,WASH,RLGH
0.23601,0.17701,0.23601,1,WASH,ATLN
1e-05,1e-05,1e-05,1,NSVL,ATLN
0.050010000000000006,0.050010000000000006,0.17701,1,STLS,ATLN
0.30001,0.30001,0.17301,1,DLLS,ATLN
0.05901,0.05901,0.05901,1,ORLD,ATLN
0.10300999999999999,0.10300999999999999,1e-05,1,WASH,PHLA
1e-05,1e-05,1e-05,1,STLS,NSVL
1e-05,1e-05,1e-05,1,DLLS,NSVL
1e-05,1e-05,1e-05,1,DLLS,STLS
1e-05,1e-05,1e-05,1,KSCY,STLS
0.050010000000000006,0.050010000000000006,0.31401,1,LA03,STLS
1e-05,1e-05,1e-05,1,HSTN,NWOR
1e-05,1e-05,1e-05,1,DLLS,NWOR
0.10101,0.10101,0.10101,1,ORLD,NWOR
1e-05,1e-05,1e-05,1,SNAN,HSTN
1e-05,1e-05,1e-05,1,DLLS,HSTN
1e-05,1e-05,1e-05,1,ORLD,HSTN
1e-05,1e-05,1e-05,1,PHNX,SNAN
0.07200999999999999,0.07200999999999999,0.07200999999999999,1,DLLS,SNAN
