Cultural,Genético,SPF,ciclo,destino,origem
1e-05,1e-05,1e-05,0,CMBR,NY54
1e-05,1e-05,1e-05,0,CHCG,NY54
1e-05,1e-05,1e-05,0,PHLA,NY54
1e-05,1e-05,1e-05,0,WASH,NY54
1e-05,1e-05,1e-05,0,PHLA,CMBR
1e-05,1e-05,1e-05,0,CLEV,CHCG
0.07100999999999999,0.07100999999999999,0.07100999999999999,0,PHLA,CHCG
0.19601000000000002,0.19601000000000002,0.19601000000000002,0,STLS,CHCG
1e-05,1e-05,1e-05,0,DNVR,CHCG
1e-05,1e-05,1e-05,0,KSCY,CHCG
1e-05,1e-05,1e-05,0,SNFN,CHCG
1e-05,1e-05,1e-05,0,STTL,CHCG
1e-05,1e-05,1e-05,0,SLKC,CHCG
1e-05,1e-05,1e-05,0,NSVL,CLEV
1e-05,1e-05,1e-05,0,STLS,CLEV
1e-05,1e-05,1e-05,0,PHLA,CLEV
0.26101,0.26101,0.26101,0,ATLN,RLGH
1e-05,1e-05,1e-05,0,WASH,RLGH
0.057010000000000005,0.057010000000000005,0.057010000000000005,0,WASH,ATLN
0.13601000000000002,0.13601000000000002,0.13601000000000002,0,NSVL,ATLN
0.18201,0.18201,0.18201,0,STLS,ATLN
1e-05,1e-05,1e-05,0,DLLS,ATLN
1e-05,1e-05,1e-05,0,ORLD,ATLN
1e-05,1e-05,1e-05,0,WASH,PHLA
1e-05,1e-05,1e-05,0,STLS,NSVL
1e-05,1e-05,1e-05,0,DLLS,NSVL
1e-05,1e-05,1e-05,0,DLLS,STLS
1e-05,1e-05,1e-05,0,KSCY,STLS
0.07100999999999999,0.07100999999999999,0.07100999999999999,0,LA03,STLS
1e-05,1e-05,1e-05,0,HSTN,NWOR
1e-05,1e-05,1e-05,0,DLLS,NWOR
1e-05,1e-05,1e-05,0,ORLD,NWOR
1e-05,1e-05,1e-05,0,SNAN,HSTN
1e-05,1e-05,1e-05,0,DLLS,HSTN
0.06001,0.06001,0.06001,0,ORLD,HSTN
0.06801,0.06801,0.06801,0,PHNX,SNAN
1e-05,1e-05,1e-05,0,DLLS,SNAN
1e-05,1e-05,1e-05,0,DNVR,DLLS
1e-05,1e-05,1e-05,0,KSCY,DLLS
1e-05,1e-05,1e-05,0,SNFN,DLLS
1e-05,1e-05,1e-05,0,LA03,DLLS
1e-05,1e-05,1e-05,0,KSCY,DNVR
1e-05,1e-05,1e-05,0,SNFN,DNVR
1e-05,1e-05,1e-05,0,SLKC,DNVR
1e-05,1e-05,1e-05,0,SNFN,KSCY
1e-05,1e-05,1e-05,0,SCRM,SNFN
1e-05,1e-05,1e-05,0,PTLD,SNFN
1e-05,1e-05,1e-05,0,STTL,SNFN
0.06001,0.06001,0.06001,0,SLKC,SNFN
1e-05,1e-05,1e-05,0,LA03,SNFN
1e-05,1e-05,1e-05,0,SLKC,SCRM
1e-05,1e-05,1e-05,0,STTL,PTLD
1e-05,1e-05,1e-05,0,LA03,SLKC
1e-05,1e-05,1e-05,0,SNDG,LA03
1e-05,1e-05,1e-05,0,PHNX,LA03
1e-05,1e-05,1e-05,0,PHNX,SNDG
0.06701,0.06701,0.12501,1,CMBR,NY54
0.06701,0.06701,0.058010000000000006,1,CHCG,NY54
1e-05,1e-05,1e-05,1,PHLA,NY54
1e-05,1e-05,0.06701,1,WASH,NY54
0.058010000000000006,0.058010000000000006,1e-05,1,PHLA,CMBR
1e-05,1e-05,1e-05,1,CLEV,CHCG
0.12900999999999999,0.12900999999999999,0.07100999999999999,1,PHLA,CHCG
0.39201,0.39201,0.42801,1,STLS,CHCG
1e-05,1e-05,1e-05,1,DNVR,CHCG
1e-05,1e-05,1e-05,1,KSCY,CHCG
0.10300999999999999,0.10300999999999999,0.058010000000000006,1,SNFN,CHCG
1e-05,1e-05,1e-05,1,STTL,CHCG
0.058010000000000006,0.058010000000000006,1e-05,1,SLKC,CHCG
1e-05,1e-05,1e-05,1,NSVL,CLEV
1e-05,1e-05,1e-05,1,STLS,CLEV
1e-05,1e-05,1e-05,1,PHLA,CLEV
0.26101,0.26101,0.26101,1,ATLN,RLGH
1e-05,1e-05,1e-05,1,WASH,RLGH
0.12901,0.12901,0.19601000000000002,1,WASH,ATLN
0.13601000000000002,0.13601000000000002,0.13601000000000002,1,NSVL,ATLN
0.25401,0.25401,0.25401,1,STLS,ATLN
0.17601,0.17601,0.34101000000000004,1,DLLS,ATLN
0.09801,0.09801,1e-05,1,ORLD,ATLN
1e-05,1e-05,1e-05,1,WASH,PHLA
1e-05,1e-05,1e-05,1,STLS,NSVL
1e-05,1e-05,1e-05,1,DLLS,NSVL
0.19601000000000002,0.19601000000000002,0.12901,1,DLLS,STLS
1e-05,1e-05,1e-05,1,KSCY,STLS
0.13301,0.13301,0.23601,1,LA03,STLS
1e-05,1e-05,1e-05,1,HSTN,NWOR
0.12901,0.12901,0.12901,1,DLLS,NWOR
1e-05,1e-05,1e-05,1,ORLD,NWOR
1e-05,1e-05,1e-05,1,SNAN,HSTN
1e-05,1e-05,0.09801,1,DLLS,HSTN
0.15801,0.15801,0.06001,1,ORLD,HSTN
0.06801,0.06801,0.06801,1,PHNX,SNAN
0.06701,0.06701,0.06701,1,DLLS,SNAN
1e-05,1e-05,1e-05,1,DNVR,DLLS
1e-05,1e-05,1e-05,1,KSCY,DLLS
1e-05,1e-05,1e-05,1,SNFN,DLLS
1e-05,1e-05,1e-05,1,LA03,DLLS
1e-05,1e-05,1e-05,1,KSCY,DNVR
1e-05,1e-05,1e-05,1,SNFN,DNVR
1e-05,1e-05,1e-05,1,SLKC,DNVR
1e-05,1e-05,1e-05,1,SNFN,KSCY
1e-05,1e-05,0.058010000000000006,1,SCRM,SNFN
1e-05,1e-05,1e-05,1,PTLD,SNFN
1e-05,1e-05,1e-05,1,STTL,SNFN
0.06001,0.06001,0.06001,1,SLKC,SNFN
0.10300999999999999,0.10300999999999999,1e-05,1,LA03,SNFN
0.058010000000000006,0.058010000000000006,1e-05,1,SLKC,SCRM
1e-05,1e-05,1e-05,1,STTL,PTLD
1e-05,1e-05,1e-05,1,LA03,SLKC
0.10300999999999999,0.10300999999999999,0.10300999999999999,1,SNDG,LA03
1e-05,1e-05,1e-05,1,PHNX,LA03
1e-05,1e-05,1e-05,1,PHNX,SNDG
0.06701,0.06701,0.12501,2,CMBR,NY54
0.32501,0.32501,0.31601,2,CHCG,NY54
1e-05,1e-05,1e-05,2,PHLA,NY54
0.09101,0.09101,0.15800999999999998,2,WASH,NY54
0.058010000000000006,0.058010000000000006,1e-05,2,PHLA,CMBR
0.14301,0.14301,0.14301,2,CLEV,CHCG
0.12900999999999999,0.12900999999999999,0.07100999999999999,2,PHLA,CHCG
0.39201,0.39201,0.53601,2,STLS,CHCG
1e-05,1e-05,1e-05,2,DNVR,CHCG
0.23501,0.23501,0.12701,2,KSCY,CHCG
0.24600999999999998,0.24600999999999998,0.20101,2,SNFN,CHCG
0.15001,0.15001,0.15001,2,STTL,CHCG
0.058010000000000006,0.058010000000000006,1e-05,2,SLKC,CHCG
1e-05,1e-05,1e-05,2,NSVL,CLEV
