Cultural,Genético,SPF,ciclo,destino,origem
1e-05,1e-05,0.08101,0,CMBR,NY54
0.13501000000000002,0.13501000000000002,0.08101,0,CHCG,NY54
1e-05,1e-05,1e-05,0,PHLA,NY54
0.13501000000000002,0.13501000000000002,1e-05,0,WASH,NY54
0.08101,0.08101,1e-05,0,PHLA,CMBR
0.12000999999999999,0.12000999999999999,0.12000999999999999,0,CLEV,CHCG
0.08101,0.08101,1e-05,0,PHLA,CHCG
0.08700999999999999,0.08700999999999999,0.22200999999999999,0,STLS,CHCG
1e-05,1e-05,1e-05,0,DNVR,CHCG
1e-05,1e-05,1e-05,0,KSCY,CHCG
1e-05,1e-05,0.08101,0,SNFN,CHCG
0.08101,0.08101,0.14201,0,STTL,CHCG
0.20700999999999997,0.20700999999999997,0.34901,0,SLKC,CHCG
1e-05,1e-05,1e-05,0,NSVL,CLEV
1e-05,1e-05,1e-05,0,STLS,CLEV
1e-05,1e-05,1e-05,0,PHLA,CLEV
1e-05,1e-05,0.13501000000000002,0,ATLN,RLGH
0.13501000000000002,0.13501000000000002,1e-05,0,WASH,RLGH
0.12801,0.12801,0.12801,0,WASH,ATLN
1e-05,1e-05,1e-05,0,NSVL,ATLN
0.08700999999999999,0.08700999999999999,0.22200999999999999,0,STLS,ATLN
1e-05,1e-05,1e-05,0,DLLS,ATLN
0.12801,0.12801,0.12801,0,ORLD,ATLN
1e-05,1e-05,1e-05,0,WASH,PHLA
1e-05,1e-05,1e-05,0,STLS,NSVL
1e-05,1e-05,1e-05,0,DLLS,NSVL
1e-05,1e-05,1e-05,0,DLLS,STLS
1e-05,1e-05,1e-05,0,KSCY,STLS
1e-05,1e-05,1e-05,0,LA03,STLS
1e-05,1e-05,1e-05,0,HSTN,NWOR
1e-05,1e-05,1e-05,0,DLLS,NWOR
1e-05,1e-05,1e-05,0,ORLD,NWOR
1e-05,1e-05,1e-05,0,SNAN,HSTN
1e-05,1e-05,1e-05,0,DLLS,HSTN
1e-05,1e-05,1e-05,0,ORLD,HSTN
1e-05,1e-05,1e-05,0,PHNX,SNAN
1e-05,1e-05,1e-05,0,DLLS,SNAN
1e-05,1e-05,1e-05,0,DNVR,DLLS
1e-05,1e-05,1e-05,0,KSCY,DLLS
1e-05,1e-05,1e-05,0,SNFN,DLLS
1e-05,1e-05,1e-05,0,LA03,DLLS
1e-05,1e-05,1e-05,0,KSCY,DNVR
1e-05,1e-05,1e-05,0,SNFN,DNVR
1e-05,1e-05,1e-05,0,SLKC,DNVR
1e-05,1e-05,1e-05,0,SNFN,KSCY
1e-05,1e-05,1e-05,0,SCRM,SNFN
1e-05,1e-05,0.08101,0,PTLD,SNFN
0.14201,0.14201,1e-05,0,STTL,SNFN
0.14201,0.14201,1e-05,0,SLKC,SNFN
1e-05,1e-05,1e-05,0,LA03,SNFN
1e-05,1e-05,1e-05,0,SLKC,SCRM
0.08101,0.08101,1e-05,0,STTL,PTLD
1e-05,1e-05,1e-05,0,LA03,SLKC
1e-05,1e-05,1e-05,0,SNDG,LA03
0.06401,0.06401,0.06401,0,PHNX,LA03
1e-05,1e-05,1e-05,0,PHNX,SNDG
1e-05,1e-05,0.08101,1,CMBR,NY54
0.13501000000000002,0.13501000000000002,0.08101,1,CHCG,NY54
1e-05,1e-05,1e-05,1,PHLA,NY54
0.13501000000000002,0.13501000000000002,1e-05,1,WASH,NY54
0.08101,0.08101,1e-05,1,PHLA,CMBR
0.12000999999999999,0.12000999999999999,0.12000999999999999,1,CLEV,CHCG
0.08101,0.08101,1e-05,1,PHLA,CHCG
0.08700999999999999,0.08700999999999999,0.22200999999999999,1,STLS,CHCG
1e-05,1e-05,1e-05,1,DNVR,CHCG
1e-05,1e-05,1e-05,1,KSCY,CHCG
1e-05,1e-05,0.08101,1,SNFN,CHCG
0.08101,0.08101,0.14201,1,STTL,CHCG
0.20700999999999997,0.20700999999999997,0.34901,1,SLKC,CHCG
1e-05,1e-05,1e-05,1,NSVL,CLEV
1e-05,1e-05,1e-05,1,STLS,CLEV
1e-05,1e-05,1e-05,1,PHLA,CLEV
1e-05,1e-05,0.13501000000000002,1,ATLN,RLGH
0.13501000000000002,0.13501000000000002,1e-05,1,WASH,RLGH
0.27501,0.27501,0.27501,1,WASH,ATLN
1e-05,1e-05,1e-05,1,NSVL,ATLN
0.21600999999999998,0.21600999999999998,0.35101,1,STLS,ATLN
0.09601,0.09601,0.09601,1,DLLS,ATLN
0.27501,0.27501,0.27501,1,ORLD,ATLN
1e-05,1e-05,1e-05,1,WASH,PHLA
1e-05,1e-05,1e-05,1,STLS,NSVL
0.08001,0.08001,0.08001,1,DLLS,NSVL
1e-05,1e-05,1e-05,1,DLLS,STLS
1e-05,1e-05,1e-05,1,KSCY,STLS
0.12901,0.12901,0.12901,1,LA03,STLS
1e-05,1e-05,1e-05,1,HSTN,NWOR
1e-05,1e-05,1e-05,1,DLLS,NWOR
1e-05,1e-05,1e-05,1,ORLD,NWOR
1e-05,1e-05,1e-05,1,SNAN,HSTN
0.08001,0.08001,0.08001,1,DLLS,HSTN
1e-05,1e-05,1e-05,1,ORLD,HSTN
1e-05,1e-05,1e-05,1,PHNX,SNAN
0.09601,0.09601,0.09601,1,DLLS,SNAN
1e-05,1e-05,1e-05,1,DNVR,DLLS
1e-05,1e-05,1e-05,1,KSCY,DLLS
1e-05,1e-05,1e-05,1,SNFN,DLLS
1e-05,1e-05,1e-05,1,LA03,DLLS
1e-05,1e-05,1e-05,1,KSCY,DNVR
0.14401,0.14401,0.14401,1,SNFN,DNVR
1e-05,1e-05,1e-05,1,SLKC,DNVR
0.14501,0.14501,0.14501,1,SNFN,KSCY
1e-05,1e-05,1e-05,1,SCRM,SNFN
0.14501,0.14501,0.22601,1,PTLD,SNFN
0.24901,0.24901,0.10701,1,STTL,SNFN
0.14201,0.14201,1e-05,1,SLKC,SNFN
0.10701,0.10701,0.10701,1,LA03,SNFN
1e-05,1e-05,1e-05,1,SLKC,SCRM
0.08101,0.08101,1e-05,1,STTL,PTLD
0.13401000000000002,0.13401000000000002,0.13401000000000002,1,LA03,SLKC
0.12901,0.12901,0.12901,1,SNDG,LA03
0.17101,0.17101,0.17101,1,PHNX,LA03
1e-05,1e-05,1e-05,1,PHNX,SNDG
1e-05,1e-05,0.20501,2,CMBR,NY54
0.38001,0.25901,0.45000999999999997,2,CHCG,NY54
1e-05,0.12100999999999999,1e-05,2,PHLA,NY54
0.13501000000000002,0.13501000000000002,1e-05,2,WASH,NY54
0.20501,0.20501,1e-05,2,PHLA,CMBR
0.18701,0.18701,0.18701,2,CLEV,CHCG
0.20501,0.32601,1e-05,2,PHLA,CHCG
0.08700999999999999,0.08700999999999999,0.36201,2,STLS,CHCG
1e-05,1e-05,1e-05,2,DNVR,CHCG
0.06701,0.06701,0.06701,2,KSCY,CHCG
0.06101,0.06101,0.32600999999999997,2,SNFN,CHCG
0.26500999999999997,0.26500999999999997,0.14201,2,STTL,CHCG
0.33100999999999997,0.33100999999999997,0.61301,2,SLKC,CHCG
1e-05,1e-05,0.10400999999999999,2,NSVL,CLEV
0.10400999999999999,0.10400999999999999,1e-05,2,STLS,CLEV
1e-05,1e-05,1e-05,2,PHLA,CLEV
0.10400999999999999,0.10400999999999999,0.23901,2,ATLN,RLGH
0.24801,0.24801,0.11301,2,WASH,RLGH
0.27501,0.27501,0.27501,2,WASH,ATLN
1e-05,1e-05,0.10400999999999999,2,NSVL,ATLN
0.32000999999999996,0.32000999999999996,0.35101,2,STLS,ATLN
0.09601,0.09601,0.09601,2,DLLS,ATLN
0.27501,0.27501,0.27501,2,ORLD,ATLN
0.11301,0.11301,0.11301,2,WASH,PHLA
1e-05,1e-05,1e-05,2,STLS,NSVL
0.08001,0.08001,0.08001,2,DLLS,NSVL
1e-05,1e-05,1e-05,2,DLLS,STLS
0.14901,0.14901,0.14901,2,KSCY,STLS
0.26901,0.26901,0.12901,2,LA03,STLS
1e-05,1e-05,1e-05,2,HSTN,NWOR
1e-05,1e-05,1e-05,2,DLLS,NWOR
1e-05,1e-05,1e-05,2,ORLD,NWOR
1e-05,1e-05,1e-05,2,SNAN,HSTN
0.08001,0.08001,0.08001,2,DLLS,HSTN
1e-05,1e-05,1e-05,2,ORLD,HSTN
1e-05,1e-05,1e-05,2,PHNX,SNAN
0.09601,0.09601,0.09601,2,DLLS,SNAN
1e-05,1e-05,1e-05,2,DNVR,DLLS
1e-05,1e-05,1e-05,2,KSCY,DLLS
0.13001000000000001,0.13001000000000001,0.13001000000000001,2,SNFN,DLLS
1e-05,1e-05,1e-05,2,LA03,DLLS
1e-05,1e-05,1e-05,2,KSCY,DNVR
0.14401,0.14401,0.14401,2,SNFN,DNVR
1e-05,1e-05,1e-05,2,SLKC,DNVR
0.14501,0.14501,0.14501,2,SNFN,KSCY
1e-05,1e-05,1e-05,2,SCRM,SNFN
0.14501,0.14501,0.41001,2,PTLD,SNFN
0.24901,0.24901,0.10701,2,STTL,SNFN
0.14201,0.14201,1e-05,2,SLKC,SNFN
0.10701,0.10701,0.10701,2,LA03,SNFN
1e-05,1e-05,1e-05,2,SLKC,SCRM
0.26500999999999997,0.26500999999999997,1e-05,2,STTL,PTLD
0.27401000000000003,0.27401000000000003,0.13401000000000002,2,LA03,SLKC
0.12901,0.12901,0.12901,2,SNDG,LA03
0.17101,0.17101,0.17101,2,PHNX,LA03
1e-05,1e-05,1e-05,2,PHNX,SNDG
1e-05,1e-05,0.20501,3,CMBR,NY54
0.38001,0.25901,0.45000999999999997,3,CHCG,NY54
1e-05,0.12100999999999999,1e-05,3,PHLA,NY54
0.13501000000000002,0.13501000000000002,1e-05,3,WASH,NY54
0.20501,0.20501,1e-05,3,PHLA,CMBR
0.18701,0.18701,0.18701,3,CLEV,CHCG
0.20501,0.32601,1e-05,3,PHLA,CHCG
0.08700999999999999,0.08700999999999999,0.36201,3,STLS,CHCG
1e-05,1e-05,1e-05,3,DNVR,CHCG
0.06701,0.06701,0.06701,3,KSCY,CHCG
0.06101,0.06101,0.32600999999999997,3,SNFN,CHCG
0.26500999999999997,0.26500999999999997,0.14201,3,STTL,CHCG
0.33100999999999997,0.33100999999999997,0.61301,3,SLKC,CHCG
1e-05,1e-05,0.16101,3,NSVL,CLEV
0.10400999999999999,0.10400999999999999,1e-05,3,STLS,CLEV
0.057010000000000005,0.057010000000000005,1e-05,3,PHLA,CLEV
0.10400999999999999,0.10400999999999999,0.29601,3,ATLN,RLGH
0.30501,0.30501,0.11301,3,WASH,RLGH
0.27501,0.27501,0.27501,3,WASH,ATLN
1e-05,1e-05,0.16101,3,NSVL,ATLN
0.42900999999999995,0.42900999999999995,0.46001,3,STLS,ATLN
0.09601,0.09601,0.09601,3,DLLS,ATLN
0.27501,0.27501,0.27501,3,ORLD,ATLN
0.17001,0.17001,0.11301,3,WASH,PHLA
1e-05,1e-05,1e-05,3,STLS,NSVL
0.08001,0.08001,0.08001,3,DLLS,NSVL
1e-05,1e-05,1e-05,3,DLLS,STLS
0.14901,0.14901,0.14901,3,KSCY,STLS
0.26901,0.26901,0.12901,3,LA03,STLS
1e-05,1e-05,1e-05,3,HSTN,NWOR
0.14901,0.14901,0.14901,3,DLLS,NWOR
1e-05,1e-05,1e-05,3,ORLD,NWOR
0.14201,0.14201,0.14201,3,SNAN,HSTN
0.08001,0.08001,0.08001,3,DLLS,HSTN
0.14201,0.14201,0.14201,3,ORLD,HSTN
1e-05,1e-05,1e-05,3,PHNX,SNAN
0.09601,0.09601,0.09601,3,DLLS,SNAN
1e-05,1e-05,1e-05,3,DNVR,DLLS
0.14901,0.14901,0.14901,3,KSCY,DLLS
0.13001000000000001,0.13001000000000001,0.13001000000000001,3,SNFN,DLLS
0.14101,0.14101,0.14101,3,LA03,DLLS
1e-05,1e-05,1e-05,3,KSCY,DNVR
0.14401,0.14401,0.14401,3,SNFN,DNVR
1e-05,1e-05,1e-05,3,SLKC,DNVR
0.14501,0.14501,0.14501,3,SNFN,KSCY
1e-05,1e-05,1e-05,3,SCRM,SNFN
0.14501,0.14501,0.41001,3,PTLD,SNFN
0.24901,0.24901,0.10701,3,STTL,SNFN
0.14201,0.14201,1e-05,3,SLKC,SNFN
0.10701,0.10701,0.10701,3,LA03,SNFN
1e-05,1e-05,1e-05,3,SLKC,SCRM
0.26500999999999997,0.26500999999999997,1e-05,3,STTL,PTLD
0.27401000000000003,0.27401000000000003,0.13401000000000002,3,LA03,SLKC
0.12901,0.12901,0.12901,3,SNDG,LA03
0.17101,0.17101,0.17101,3,PHNX,LA03
1e-05,1e-05,1e-05,3,PHNX,SNDG
1e-05,1e-05,0.20501,4,CMBR,NY54
0.48101000000000005,0.36001000000000005,0.55101,4,CHCG,NY54
1e-05,0.12100999999999999,1e-05,4,PHLA,NY54
0.38501,0.38501,0.25001,4,WASH,NY54
0.20501,0.20501,1e-05,4,PHLA,CMBR
0.18701,0.18701,0.18701,4,CLEV,CHCG
0.28501,0.40601000000000004,0.08001,4,PHLA,CHCG
0.22401,0.22401,0.49901,4,STLS,CHCG
1e-05,1e-05,1e-05,4,DNVR,CHCG
0.06701,0.06701,0.06701,4,KSCY,CHCG
0.06101,0.06101,0.32600999999999997,4,SNFN,CHCG
0.36600999999999995,0.36600999999999995,0.24301,4,STTL,CHCG
0.41101,0.41101,0.69301,4,SLKC,CHCG
1e-05,1e-05,0.16101,4,NSVL,CLEV
0.10400999999999999,0.10400999999999999,1e-05,4,STLS,CLEV
0.057010000000000005,0.057010000000000005,1e-05,4,PHLA,CLEV
0.18101,0.18101,0.37301,4,ATLN,RLGH
0.45401,0.45401,0.26200999999999997,4,WASH,RLGH
0.27501,0.27501,0.27501,4,WASH,ATLN
1e-05,1e-05,0.16101,4,NSVL,ATLN
0.42900999999999995,0.42900999999999995,0.46001,4,STLS,ATLN
0.17301,0.17301,0.17301,4,DLLS,ATLN
0.27501,0.27501,0.27501,4,ORLD,ATLN
0.17001,0.17001,0.11301,4,WASH,PHLA
1e-05,1e-05,1e-05,4,STLS,NSVL
0.08001,0.08001,0.08001,4,DLLS,NSVL
0.08101,0.08101,0.08101,4,DLLS,STLS
0.14901,0.14901,0.14901,4,KSCY,STLS
0.40601000000000004,0.40601000000000004,0.26601,4,LA03,STLS
0.08101,1e-05,1e-05,4,HSTN,NWOR
0.14901,0.23001,0.23001,4,DLLS,NWOR
1e-05,1e-05,1e-05,4,ORLD,NWOR
0.14201,0.14201,0.14201,4,SNAN,HSTN
0.16101,0.08001,0.08001,4,DLLS,HSTN
0.14201,0.14201,0.14201,4,ORLD,HSTN
1e-05,1e-05,0.08501,4,PHNX,SNAN
0.09601,0.09601,0.18101,4,DLLS,SNAN
0.07701,0.07701,0.07701,4,DNVR,DLLS
0.23401,0.23401,0.23401,4,KSCY,DLLS
0.13001000000000001,0.13001000000000001,0.13001000000000001,4,SNFN,DLLS
0.22601,0.22601,0.14101,4,LA03,DLLS
1e-05,1e-05,1e-05,4,KSCY,DNVR
0.14401,0.14401,0.14401,4,SNFN,DNVR
1e-05,1e-05,1e-05,4,SLKC,DNVR
0.14501,0.14501,0.14501,4,SNFN,KSCY
